st,county,STATE,composite,fipstxt,FIPS,count3
WI,Iron,Wisconsin,wi_iron,55051,55051,4
WV,Preston,West Virginia,wv_preston,54077,54077,4
WV,Wyoming,West Virginia,wv_wyoming,54109,54109,4
WY,Sheridan,Wyoming,wy_sheridan,56033,56033,4
AL,Butler,Alabama,al_butler,1013,1013,3
AL,Henry,Alabama,al_henry,1067,1067,3
AL,Macon,Alabama,al_macon,1087,1087,3
AL,Perry,Alabama,al_perry,1105,1105,3
AR,Clark,Arkansas,ar_clark,5019,5019,3
AR,Fulton,Arkansas,ar_fulton,5049,5049,3
AR,Howard,Arkansas,ar_howard,5061,5061,3
AR,Lafayette,Arkansas,ar_lafayette,5073,5073,3
AR,Miller,Arkansas,ar_miller,5091,5091,3
AR,Ouachita,Arkansas,ar_ouachita,5103,5103,3
AR,Pike,Arkansas,ar_pike,5109,5109,3
AR,Randolph,Arkansas,ar_randolph,5121,5121,3
AR,Sharp,Arkansas,ar_sharp,5135,5135,3
CA,Placer,California,ca_placer,6061,6061,3
CA,Santa Barbara,California,ca_santa barbara,6083,6083,3
CA,Sonoma,California,ca_sonoma,6097,6097,3
CA,Yuba,California,ca_yuba,6115,6115,3
CO,Douglas,Colorado,co_douglas,8035,8035,3
CO,Garfield,Colorado,co_garfield,8045,8045,3
CO,Montrose,Colorado,co_montrose,8085,8085,3
FL,Jackson,Florida,fl_jackson,12063,12063,3
FL,St. Johns,Florida,fl_st. johns,12109,12109,3
FL,Suwannee,Florida,fl_suwannee,12121,12121,3
GA,Appling,Georgia,ga_appling,13001,13001,3
GA,Bartow,Georgia,ga_bartow,13015,13015,3
GA,Dawson,Georgia,ga_dawson,13085,13085,3
GA,Franklin,Georgia,ga_franklin,13119,13119,3
GA,Glynn,Georgia,ga_glynn,13127,13127,3
GA,Habersham,Georgia,ga_habersham,13137,13137,3
GA,Peach,Georgia,ga_peach,13225,13225,3
GA,Stewart,Georgia,ga_stewart,13259,13259,3
IA,Buchanan,Iowa,ia_buchanan,19019,19019,3
IA,Chickasaw,Iowa,ia_chickasaw,19037,19037,3
IA,Fayette,Iowa,ia_fayette,19065,19065,3
IA,Hardin,Iowa,ia_hardin,19083,19083,3
IA,Wapello,Iowa,ia_wapello,19179,19179,3
ID,Canyon,Idaho,id_canyon,16027,16027,3
ID,Elmore,Idaho,id_elmore,16039,16039,3
IL,Cass,Illinois,il_cass,17017,17017,3
IL,Clark,Illinois,il_clark,17023,17023,3
IL,Greene,Illinois,il_greene,17061,17061,3
IL,Putnam,Illinois,il_putnam,17155,17155,3
IN,Jefferson,Indiana,in_jefferson,18077,18077,3
IN,Switzerland,Indiana,in_switzerland,18155,18155,3
KS,Barton,Kansas,ks_barton,20009,20009,3
KS,Crawford,Kansas,ks_crawford,20037,20037,3
KS,Dickinson,Kansas,ks_dickinson,20041,20041,3
KS,Franklin,Kansas,ks_franklin,20059,20059,3
KS,Saline,Kansas,ks_saline,20169,20169,3
KS,Seward,Kansas,ks_seward,20175,20175,3
KY,Jessamine,Kentucky,ky_jessamine,21113,21113,3
KY,Kenton,Kentucky,ky_kenton,21117,21117,3
KY,Knott,Kentucky,ky_knott,21119,21119,3
KY,Knox,Kentucky,ky_knox,21121,21121,3
KY,Lyon,Kentucky,ky_lyon,21143,21143,3
KY,Marion,Kentucky,ky_marion,21155,21155,3
KY,Martin,Kentucky,ky_martin,21159,21159,3
KY,Meade,Kentucky,ky_meade,21163,21163,3
KY,Mercer,Kentucky,ky_mercer,21167,21167,3
KY,Morgan,Kentucky,ky_morgan,21175,21175,3
KY,Pendleton,Kentucky,ky_pendleton,21191,21191,3
KY,Scott,Kentucky,ky_scott,21209,21209,3
KY,Shelby,Kentucky,ky_shelby,21211,21211,3
LA,Avoyelles,Louisiana,la_avoyelles,22009,22009,3
LA,Livingston,Louisiana,la_livingston,22063,22063,3
LA,St. Charles,Louisiana,la_st. charles,22089,22089,3
LA,St. Landry,Louisiana,la_st. landry,22097,22097,3
LA,Terrebonne,Louisiana,la_terrebonne,22109,22109,3
MD,Washington,Maryland,md_washington,24043,24043,3
ME,Cumberland,Maine,me_cumberland,23005,23005,3
MI,Dickinson,Michigan,mi_dickinson,26043,26043,3
MI,Huron,Michigan,mi_huron,26063,26063,3
MI,Iron,Michigan,mi_iron,26071,26071,3
MI,Midland,Michigan,mi_midland,26111,26111,3
MI,Newaygo,Michigan,mi_newaygo,26123,26123,3
MI,Oceana,Michigan,mi_oceana,26127,26127,3
MN,Aitkin,Minnesota,mn_aitkin,27001,27001,3
MN,Beltrami,Minnesota,mn_beltrami,27007,27007,3
MN,Benton,Minnesota,mn_benton,27009,27009,3
MN,Crow Wing,Minnesota,mn_crow wing,27035,27035,3
MN,Mille Lacs,Minnesota,mn_mille lacs,27095,27095,3
MN,Mower,Minnesota,mn_mower,27099,27099,3
MN,Wabasha,Minnesota,mn_wabasha,27157,27157,3
MN,Waseca,Minnesota,mn_waseca,27161,27161,3
MO,Cass,Missouri,mo_cass,29037,29037,3
MO,Johnson,Missouri,mo_johnson,29101,29101,3
MO,Taney,Missouri,mo_taney,29213,29213,3
MO,Warren,Missouri,mo_warren,29219,29219,3
MS,Carroll,Mississippi,ms_carroll,28015,28015,3
MS,Lamar,Mississippi,ms_lamar,28073,28073,3
MS,Sharkey,Mississippi,ms_sharkey,28125,28125,3
MS,Smith,Mississippi,ms_smith,28129,28129,3
MT,Gallatin,Montana,mt_gallatin,30031,30031,3
NC,Cleveland,North Carolina,nc_cleveland,37045,37045,3
NC,Haywood,North Carolina,nc_haywood,37087,37087,3
NC,Martin,North Carolina,nc_martin,37117,37117,3
NC,Pitt,North Carolina,nc_pitt,37147,37147,3
NC,Wilkes,North Carolina,nc_wilkes,37193,37193,3
ND,Stark,North Dakota,nd_stark,38089,38089,3
NE,Dakota,Nebraska,ne_dakota,31043,31043,3
NE,Hall,Nebraska,ne_hall,31079,31079,3
NH,Merrimack,New Hampshire,nh_merrimack,33013,33013,3
NJ,Atlantic,New Jersey,nj_atlantic,34001,34001,3
NJ,Monmouth,New Jersey,nj_monmouth,34025,34025,3
NM,Chaves,New Mexico,nm_chaves,35005,35005,3
NM,Lea,New Mexico,nm_lea,35025,35025,3
NV,Churchill,Nevada,nv_churchill,32001,32001,3
NV,Lyon,Nevada,nv_lyon,32019,32019,3
NY,Bronx,New York,ny_bronx,36005,36005,3
NY,Chautauqua,New York,ny_chautauqua,36013,36013,3
NY,Niagara,New York,ny_niagara,36063,36063,3
NY,Orange,New York,ny_orange,36071,36071,3
OH,Adams,Ohio,oh_adams,39001,39001,3
OH,Belmont,Ohio,oh_belmont,39013,39013,3
OH,Carroll,Ohio,oh_carroll,39019,39019,3
OH,Columbiana,Ohio,oh_columbiana,39029,39029,3
OH,Defiance,Ohio,oh_defiance,39039,39039,3
OH,Delaware,Ohio,oh_delaware,39041,39041,3
OH,Fairfield,Ohio,oh_fairfield,39045,39045,3
OH,Pickaway,Ohio,oh_pickaway,39129,39129,3
OR,Jackson,Oregon,or_jackson,41029,41029,3
PA,Butler,Pennsylvania,pa_butler,42019,42019,3
PA,Delaware,Pennsylvania,pa_delaware,42045,42045,3
PA,Lawrence,Pennsylvania,pa_lawrence,42073,42073,3
PA,Lebanon,Pennsylvania,pa_lebanon,42075,42075,3
PA,Monroe,Pennsylvania,pa_monroe,42089,42089,3
PA,Montgomery,Pennsylvania,pa_montgomery,42091,42091,3
PA,York,Pennsylvania,pa_york,42133,42133,3
RI,Providence,Rhode Island,ri_providence,44007,44007,3
SC,Florence,South Carolina,sc_florence,45041,45041,3
SC,Greenwood,South Carolina,sc_greenwood,45047,45047,3
SC,Marlboro,South Carolina,sc_marlboro,45069,45069,3
SD,Tripp,South Dakota,sd_tripp,46123,46123,3
TN,Loudon,Tennessee,tn_loudon,47105,47105,3
TN,Macon,Tennessee,tn_macon,47111,47111,3
TN,Morgan,Tennessee,tn_morgan,47129,47129,3
TN,Putnam,Tennessee,tn_putnam,47141,47141,3
TN,Rhea,Tennessee,tn_rhea,47143,47143,3
TN,Warren,Tennessee,tn_warren,47177,47177,3
TX,Angelina,Texas,tx_angelina,48005,48005,3
TX,Cooke,Texas,tx_cooke,48097,48097,3
TX,Ellis,Texas,tx_ellis,48139,48139,3
TX,Howard,Texas,tx_howard,48227,48227,3
TX,Lampasas,Texas,tx_lampasas,48281,48281,3
TX,Lee,Texas,tx_lee,48287,48287,3
TX,Leon,Texas,tx_leon,48289,48289,3
TX,Liberty,Texas,tx_liberty,48291,48291,3
TX,Nacogdoches,Texas,tx_nacogdoches,48347,48347,3
TX,San Augustine,Texas,tx_san augustine,48405,48405,3
TX,Tom Green,Texas,tx_tom green,48451,48451,3
TX,Van Zandt,Texas,tx_van zandt,48467,48467,3
TX,Washington,Texas,tx_washington,48477,48477,3
VA,Botetourt,Virginia,va_botetourt,51023,51023,3
VA,Bristol,Virginia,va_bristol,51520,51520,3
VA,Fairfax,Virginia,va_fairfax,51059,51059,3
VA,Henry,Virginia,va_henry,51089,51089,3
VA,Lynchburg,Virginia,va_lynchburg,51680,51680,3
VA,Manassas,Virginia,va_manassas,51683,51683,3
VA,Norton,Virginia,va_norton,51720,51720,3
VT,Chittenden,Vermont,vt_chittenden,50007,50007,3
WA,Benton,Washington,wa_benton,53005,53005,3
WA,Walla Walla,Washington,wa_walla walla,53071,53071,3
WI,Crawford,Wisconsin,wi_crawford,55023,55023,3
WI,Dunn,Wisconsin,wi_dunn,55033,55033,3
WI,Ozaukee,Wisconsin,wi_ozaukee,55089,55089,3
WI,Richland,Wisconsin,wi_richland,55103,55103,3
WI,Vernon,Wisconsin,wi_vernon,55123,55123,3
WV,Boone,West Virginia,wv_boone,54005,54005,3
WV,Braxton,West Virginia,wv_braxton,54007,54007,3
WV,Doddridge,West Virginia,wv_doddridge,54017,54017,3
WV,Greenbrier,West Virginia,wv_greenbrier,54025,54025,3
WV,Jackson,West Virginia,wv_jackson,54035,54035,3
WV,Lewis,West Virginia,wv_lewis,54041,54041,3
WV,Ohio,West Virginia,wv_ohio,54069,54069,3
WV,Putnam,West Virginia,wv_putnam,54079,54079,3
WV,Randolph,West Virginia,wv_randolph,54083,54083,3
WV,Upshur,West Virginia,wv_upshur,54097,54097,3
WV,Wetzel,West Virginia,wv_wetzel,54103,54103,3
AK,Ketchikan Gateway,Alaska,ak_ketchikan gateway,2130,2130,2
AK,Matanuska-Susitna,Alaska,ak_matanuska-susitna,2170,2170,2
AK,Valdez-Cordova,Alaska,ak_valdez-cordova,2261,2261,2
AL,Crenshaw,Alabama,al_crenshaw,1041,1041,2
AL,Fayette,Alabama,al_fayette,1057,1057,2
AL,Lawrence,Alabama,al_lawrence,1079,1079,2
AL,St. Clair,Alabama,al_st. clair,1115,1115,2
AR,Boone,Arkansas,ar_boone,5009,5009,2
AR,Clay,Arkansas,ar_clay,5021,5021,2
AR,Dallas,Arkansas,ar_dallas,5039,5039,2
AR,Hot Spring,Arkansas,ar_hot spring,5059,5059,2
AR,Little River,Arkansas,ar_little river,5081,5081,2
AR,Woodruff,Arkansas,ar_woodruff,5147,5147,2
AZ,Santa Cruz,Arizona,az_santa cruz,4023,4023,2
CA,Butte,California,ca_butte,6007,6007,2
CA,Imperial,California,ca_imperial,6025,6025,2
CA,Lassen,California,ca_lassen,6035,6035,2
CA,San Luis Obispo,California,ca_san luis obispo,6079,6079,2
CA,Tehama,California,ca_tehama,6103,6103,2
CA,Yolo,California,ca_yolo,6113,6113,2
CO,Alamosa,Colorado,co_alamosa,8003,8003,2
CO,Prowers,Colorado,co_prowers,8099,8099,2
CO,Weld,Colorado,co_weld,8123,8123,2
CT,Tolland,Connecticut,ct_tolland,9013,9013,2
DC,District of Columbia,District of Columbia,dc_district of columbia,11001,11001,2
DE,Kent,Delaware,de_kent,10001,10001,2
DE,Sussex,Delaware,de_sussex,10005,10005,2
FL,Clay,Florida,fl_clay,12019,12019,2
FL,Indian River,Florida,fl_indian river,12061,12061,2
FL,Monroe,Florida,fl_monroe,12087,12087,2
FL,Putnam,Florida,fl_putnam,12107,12107,2
FL,Santa Rosa,Florida,fl_santa rosa,12113,12113,2
FL,Washington,Florida,fl_washington,12133,12133,2
GA,Barrow,Georgia,ga_barrow,13013,13013,2
GA,Bulloch,Georgia,ga_bulloch,13031,13031,2
GA,Camden,Georgia,ga_camden,13039,13039,2
GA,Candler,Georgia,ga_candler,13043,13043,2
GA,Columbia,Georgia,ga_columbia,13073,13073,2
GA,Dooly,Georgia,ga_dooly,13093,13093,2
GA,Haralson,Georgia,ga_haralson,13143,13143,2
GA,Harris,Georgia,ga_harris,13145,13145,2
GA,Lamar,Georgia,ga_lamar,13171,13171,2
GA,Lee,Georgia,ga_lee,13177,13177,2
GA,Lincoln,Georgia,ga_lincoln,13181,13181,2
GA,Meriwether,Georgia,ga_meriwether,13199,13199,2
GA,Putnam,Georgia,ga_putnam,13237,13237,2
GA,Terrell,Georgia,ga_terrell,13273,13273,2
GA,Thomas,Georgia,ga_thomas,13275,13275,2
GA,Twiggs,Georgia,ga_twiggs,13289,13289,2
GA,Union,Georgia,ga_union,13291,13291,2
GA,Upson,Georgia,ga_upson,13293,13293,2
GA,Walton,Georgia,ga_walton,13297,13297,2
GA,Wayne,Georgia,ga_wayne,13305,13305,2
GA,Wilkes,Georgia,ga_wilkes,13317,13317,2
IA,Bremer,Iowa,ia_bremer,19017,19017,2
IA,Clayton,Iowa,ia_clayton,19043,19043,2
IA,Decatur,Iowa,ia_decatur,19053,19053,2
IA,Delaware,Iowa,ia_delaware,19055,19055,2
IA,Jackson,Iowa,ia_jackson,19097,19097,2
IA,Jasper,Iowa,ia_jasper,19099,19099,2
IA,Marion,Iowa,ia_marion,19125,19125,2
IA,Page,Iowa,ia_page,19145,19145,2
IA,Plymouth,Iowa,ia_plymouth,19149,19149,2
IA,Poweshiek,Iowa,ia_poweshiek,19157,19157,2
IA,Warren,Iowa,ia_warren,19181,19181,2
IA,Wayne,Iowa,ia_wayne,19185,19185,2
IA,Webster,Iowa,ia_webster,19187,19187,2
ID,Bonner,Idaho,id_bonner,16017,16017,2
ID,Nez Perce,Idaho,id_nez perce,16069,16069,2
ID,Twin Falls,Idaho,id_twin falls,16083,16083,2
IL,Carroll,Illinois,il_carroll,17015,17015,2
IL,Jo Daviess,Illinois,il_jo daviess,17085,17085,2
IL,Lawrence,Illinois,il_lawrence,17101,17101,2
IL,Mason,Illinois,il_mason,17125,17125,2
IL,Massac,Illinois,il_massac,17127,17127,2
IL,Pike,Illinois,il_pike,17149,17149,2
IL,Wabash,Illinois,il_wabash,17185,17185,2
IN,Crawford,Indiana,in_crawford,18025,18025,2
IN,Jay,Indiana,in_jay,18075,18075,2
IN,Spencer,Indiana,in_spencer,18147,18147,2
KS,Allen,Kansas,ks_allen,20001,20001,2
KS,Anderson,Kansas,ks_anderson,20003,20003,2
KS,Comanche,Kansas,ks_comanche,20033,20033,2
KS,Cowley,Kansas,ks_cowley,20035,20035,2
KS,Osage,Kansas,ks_osage,20139,20139,2
KS,Pratt,Kansas,ks_pratt,20151,20151,2
KY,Allen,Kentucky,ky_allen,21003,21003,2
KY,Campbell,Kentucky,ky_campbell,21037,21037,2
KY,Casey,Kentucky,ky_casey,21045,21045,2
KY,Clinton,Kentucky,ky_clinton,21053,21053,2
KY,Fleming,Kentucky,ky_fleming,21069,21069,2
KY,Hart,Kentucky,ky_hart,21099,21099,2
KY,Henry,Kentucky,ky_henry,21103,21103,2
KY,Lee,Kentucky,ky_lee,21129,21129,2
KY,Lewis,Kentucky,ky_lewis,21135,21135,2
KY,Lincoln,Kentucky,ky_lincoln,21137,21137,2
KY,Owsley,Kentucky,ky_owsley,21189,21189,2
KY,Rockcastle,Kentucky,ky_rockcastle,21203,21203,2
KY,Trimble,Kentucky,ky_trimble,21223,21223,2
KY,Union,Kentucky,ky_union,21225,21225,2
LA,Allen,Louisiana,la_allen,22003,22003,2
LA,Beauregard,Louisiana,la_beauregard,22011,22011,2
LA,Bienville,Louisiana,la_bienville,22013,22013,2
LA,Evangeline,Louisiana,la_evangeline,22039,22039,2
LA,Iberville,Louisiana,la_iberville,22047,22047,2
LA,Jackson,Louisiana,la_jackson,22049,22049,2
LA,Lafourche,Louisiana,la_lafourche,22057,22057,2
LA,Pointe Coupee,Louisiana,la_pointe coupee,22077,22077,2
LA,Webster,Louisiana,la_webster,22119,22119,2
MA,Franklin,Massachusetts,ma_franklin,25011,25011,2
MD,Charles,Maryland,md_charles,24017,24017,2
MD,Harford,Maryland,md_harford,24025,24025,2
MD,St. Mary's,Maryland,md_st. mary's,24037,24037,2
ME,Aroostook,Maine,me_aroostook,23003,23003,2
ME,Kennebec,Maine,me_kennebec,23011,23011,2
ME,Penobscot,Maine,me_penobscot,23019,23019,2
ME,Piscataquis,Maine,me_piscataquis,23021,23021,2
ME,Somerset,Maine,me_somerset,23025,23025,2
MI,Bay,Michigan,mi_bay,26017,26017,2
MI,Hillsdale,Michigan,mi_hillsdale,26059,26059,2
MI,Lake,Michigan,mi_lake,26085,26085,2
MI,Shiawassee,Michigan,mi_shiawassee,26155,26155,2
MI,Tuscola,Michigan,mi_tuscola,26157,26157,2
MN,Becker,Minnesota,mn_becker,27005,27005,2
MN,Brown,Minnesota,mn_brown,27015,27015,2
MN,Clearwater,Minnesota,mn_clearwater,27029,27029,2
MN,Houston,Minnesota,mn_houston,27055,27055,2
MN,Kanabec,Minnesota,mn_kanabec,27065,27065,2
MN,Kandiyohi,Minnesota,mn_kandiyohi,27067,27067,2
MN,Polk,Minnesota,mn_polk,27119,27119,2
MN,Steele,Minnesota,mn_steele,27147,27147,2
MN,Todd,Minnesota,mn_todd,27153,27153,2
MO,Audrain,Missouri,mo_audrain,29007,29007,2
MO,Barton,Missouri,mo_barton,29011,29011,2
MO,Camden,Missouri,mo_camden,29029,29029,2
MO,Dallas,Missouri,mo_dallas,29059,29059,2
MO,Lafayette,Missouri,mo_lafayette,29107,29107,2
MO,Macon,Missouri,mo_macon,29121,29121,2
MO,New Madrid,Missouri,mo_new madrid,29143,29143,2
MO,Osage,Missouri,mo_osage,29151,29151,2
MO,Pike,Missouri,mo_pike,29163,29163,2
MO,Platte,Missouri,mo_platte,29165,29165,2
MO,Polk,Missouri,mo_polk,29167,29167,2
MO,Saline,Missouri,mo_saline,29195,29195,2
MO,St. Francois,Missouri,mo_st. francois,29187,29187,2
MO,Vernon,Missouri,mo_vernon,29217,29217,2
MS,Greene,Mississippi,ms_greene,28041,28041,2
MS,Newton,Mississippi,ms_newton,28101,28101,2
MT,Big Horn,Montana,mt_big horn,30003,30003,2
MT,Ravalli,Montana,mt_ravalli,30081,30081,2
NC,Alamance,North Carolina,nc_alamance,37001,37001,2
NC,Buncombe,North Carolina,nc_buncombe,37021,37021,2
NC,Henderson,North Carolina,nc_henderson,37089,37089,2
NC,Macon,North Carolina,nc_macon,37113,37113,2
NC,Nash,North Carolina,nc_nash,37127,37127,2
NC,Pasquotank,North Carolina,nc_pasquotank,37139,37139,2
NC,Wilson,North Carolina,nc_wilson,37195,37195,2
ND,Mercer,North Dakota,nd_mercer,38057,38057,2
NE,Box Butte,Nebraska,ne_box butte,31013,31013,2
NE,Dawson,Nebraska,ne_dawson,31047,31047,2
NJ,Middlesex,New Jersey,nj_middlesex,34023,34023,2
NM,Eddy,New Mexico,nm_eddy,35015,35015,2
NM,Los Alamos,New Mexico,nm_los alamos,35028,35028,2
NV,Humboldt,Nevada,nv_humboldt,32013,32013,2
NY,Broome,New York,ny_broome,36007,36007,2
NY,Onondaga,New York,ny_onondaga,36067,36067,2
NY,Rockland,New York,ny_rockland,36087,36087,2
NY,Steuben,New York,ny_steuben,36101,36101,2
OH,Brown,Ohio,oh_brown,39015,39015,2
OH,Darke,Ohio,oh_darke,39037,39037,2
OH,Guernsey,Ohio,oh_guernsey,39059,39059,2
OH,Madison,Ohio,oh_madison,39097,39097,2
OH,Meigs,Ohio,oh_meigs,39105,39105,2
OH,Muskingum,Ohio,oh_muskingum,39119,39119,2
OH,Paulding,Ohio,oh_paulding,39125,39125,2
OH,Putnam,Ohio,oh_putnam,39137,39137,2
OH,Tuscarawas,Ohio,oh_tuscarawas,39157,39157,2
OH,Van Wert,Ohio,oh_van wert,39161,39161,2
OK,Bryan,Oklahoma,ok_bryan,40013,40013,2
OK,Creek,Oklahoma,ok_creek,40037,40037,2
OK,Okmulgee,Oklahoma,ok_okmulgee,40111,40111,2
OK,Payne,Oklahoma,ok_payne,40119,40119,2
OR,Deschutes,Oregon,or_deschutes,41017,41017,2
OR,Lane,Oregon,or_lane,41039,41039,2
OR,Malheur,Oregon,or_malheur,41045,41045,2
OR,Union,Oregon,or_union,41061,41061,2
PA,Adams,Pennsylvania,pa_adams,42001,42001,2
PA,Dauphin,Pennsylvania,pa_dauphin,42043,42043,2
PA,Indiana,Pennsylvania,pa_indiana,42063,42063,2
PA,Lehigh,Pennsylvania,pa_lehigh,42077,42077,2
PA,Lycoming,Pennsylvania,pa_lycoming,42081,42081,2
PA,Somerset,Pennsylvania,pa_somerset,42111,42111,2
PA,Venango,Pennsylvania,pa_venango,42121,42121,2
SC,Chester,South Carolina,sc_chester,45023,45023,2
SC,Kershaw,South Carolina,sc_kershaw,45055,45055,2
SC,Union,South Carolina,sc_union,45087,45087,2
SD,Brookings,South Dakota,sd_brookings,46011,46011,2
SD,Brown,South Dakota,sd_brown,46013,46013,2
TN,Cheatham,Tennessee,tn_cheatham,47021,47021,2
TN,Crockett,Tennessee,tn_crockett,47033,47033,2
TN,Decatur,Tennessee,tn_decatur,47039,47039,2
TN,Haywood,Tennessee,tn_haywood,47075,47075,2
TN,Houston,Tennessee,tn_houston,47083,47083,2
TN,Lawrence,Tennessee,tn_lawrence,47099,47099,2
TN,Meigs,Tennessee,tn_meigs,47121,47121,2
TN,Perry,Tennessee,tn_perry,47135,47135,2
TN,Scott,Tennessee,tn_scott,47151,47151,2
TN,Van Buren,Tennessee,tn_van buren,47175,47175,2
TN,Wayne,Tennessee,tn_wayne,47181,47181,2
TX,Bandera,Texas,tx_bandera,48019,48019,2
TX,Bee,Texas,tx_bee,48025,48025,2
TX,Blanco,Texas,tx_blanco,48031,48031,2
TX,Bosque,Texas,tx_bosque,48035,48035,2
TX,Comanche,Texas,tx_comanche,48093,48093,2
TX,Erath,Texas,tx_erath,48143,48143,2
TX,Fannin,Texas,tx_fannin,48147,48147,2
TX,Harrison,Texas,tx_harrison,48203,48203,2
TX,Henderson,Texas,tx_henderson,48213,48213,2
TX,Kaufman,Texas,tx_kaufman,48257,48257,2
TX,Montague,Texas,tx_montague,48337,48337,2
TX,Navarro,Texas,tx_navarro,48349,48349,2
TX,Orange,Texas,tx_orange,48361,48361,2
TX,Parker,Texas,tx_parker,48367,48367,2
TX,Polk,Texas,tx_polk,48373,48373,2
TX,San Patricio,Texas,tx_san patricio,48409,48409,2
TX,Shelby,Texas,tx_shelby,48419,48419,2
TX,Wise,Texas,tx_wise,48497,48497,2
UT,Juab,Utah,ut_juab,49023,49023,2
UT,Washington,Utah,ut_washington,49053,49053,2
VA,Albemarle,Virginia,va_albemarle,51003,51003,2
VA,Bedford,Virginia,va_bedford,51019,51019,2
VA,Emporia,Virginia,va_emporia,51595,51595,2
VA,Fairfax City,Virginia,va_fairfax city,51600,51600,2
VA,Grayson,Virginia,va_grayson,51077,51077,2
VA,Greene,Virginia,va_greene,51079,51079,2
VA,Lee,Virginia,va_lee,51105,51105,2
VA,Manassas Park,Virginia,va_manassas park,51685,51685,2
VA,Martinsville,Virginia,va_martinsville,51690,51690,2
VA,Patrick,Virginia,va_patrick,51141,51141,2
VA,Roanoke,Virginia,va_roanoke,51161,51161,2
VA,Rockbridge,Virginia,va_rockbridge,51163,51163,2
VA,Smyth,Virginia,va_smyth,51173,51173,2
VA,Sussex,Virginia,va_sussex,51183,51183,2
VA,Wise,Virginia,va_wise,51195,51195,2
VA,York,Virginia,va_york,51199,51199,2
WA,Chelan,Washington,wa_chelan,53007,53007,2
WA,Clallam,Washington,wa_clallam,53009,53009,2
WA,Franklin,Washington,wa_franklin,53021,53021,2
WA,Whatcom,Washington,wa_whatcom,53073,53073,2
WI,Burnett,Wisconsin,wi_burnett,55013,55013,2
WI,Door,Wisconsin,wi_door,55029,55029,2
WI,Pierce,Wisconsin,wi_pierce,55093,55093,2
WI,Rusk,Wisconsin,wi_rusk,55107,55107,2
WI,Taylor,Wisconsin,wi_taylor,55119,55119,2
WI,Trempealeau,Wisconsin,wi_trempealeau,55121,55121,2
WI,Waupaca,Wisconsin,wi_waupaca,55135,55135,2
WV,Berkeley,West Virginia,wv_berkeley,54003,54003,2
WV,Lincoln,West Virginia,wv_lincoln,54043,54043,2
WV,Marshall,West Virginia,wv_marshall,54051,54051,2
WV,Roane,West Virginia,wv_roane,54087,54087,2
WV,Wayne,West Virginia,wv_wayne,54099,54099,2
WY,Albany,Wyoming,wy_albany,56001,56001,2
WY,Campbell,Wyoming,wy_campbell,56005,56005,2
WY,Teton,Wyoming,wy_teton,56039,56039,2
AK,Bethel,Alaska,ak_bethel,2050,2050,1
AK,Juneau,Alaska,ak_juneau,2110,2110,1
AK,Kenai Peninsula,Alaska,ak_kenai peninsula,2122,2122,1
AK,Kodiak Island,Alaska,ak_kodiak island,2150,2150,1
AL,Autauga,Alabama,al_autauga,1001,1001,1
AL,Blount,Alabama,al_blount,1009,1009,1
AL,Chilton,Alabama,al_chilton,1021,1021,1
AL,Clay,Alabama,al_clay,1027,1027,1
AL,Cleburne,Alabama,al_cleburne,1029,1029,1
AL,Geneva,Alabama,al_geneva,1061,1061,1
AL,Hale,Alabama,al_hale,1065,1065,1
AL,Monroe,Alabama,al_monroe,1099,1099,1
AL,Pike,Alabama,al_pike,1109,1109,1
AR,Calhoun,Arkansas,ar_calhoun,5013,5013,1
AR,Conway,Arkansas,ar_conway,5029,5029,1
AR,Lincoln,Arkansas,ar_lincoln,5079,5079,1
AR,Nevada,Arkansas,ar_nevada,5099,5099,1
AR,Stone,Arkansas,ar_stone,5137,5137,1
AR,Yell,Arkansas,ar_yell,5149,5149,1
AZ,Graham,Arizona,az_graham,4009,4009,1
CA,Amador,California,ca_amador,6005,6005,1
CA,Glenn,California,ca_glenn,6021,6021,1
CA,Mendocino,California,ca_mendocino,6045,6045,1
CA,Merced,California,ca_merced,6047,6047,1
CA,Santa Cruz,California,ca_santa cruz,6087,6087,1
CO,Bent,Colorado,co_bent,8011,8011,1
CO,Chaffee,Colorado,co_chaffee,8015,8015,1
CO,Delta,Colorado,co_delta,8029,8029,1
CO,Fremont,Colorado,co_fremont,8043,8043,1
CO,Gunnison,Colorado,co_gunnison,8051,8051,1
CO,Huerfano,Colorado,co_huerfano,8055,8055,1
CO,Jackson,Colorado,co_jackson,8057,8057,1
CO,La Plata,Colorado,co_la plata,8067,8067,1
CO,Moffat,Colorado,co_moffat,8081,8081,1
CO,Morgan,Colorado,co_morgan,8087,8087,1
CO,Park,Colorado,co_park,8093,8093,1
CO,Summit,Colorado,co_summit,8117,8117,1
CO,Yuma,Colorado,co_yuma,8125,8125,1
CT,Litchfield,Connecticut,ct_litchfield,9005,9005,1
CT,Middlesex,Connecticut,ct_middlesex,9007,9007,1
FL,Bradford,Florida,fl_bradford,12007,12007,1
FL,Calhoun,Florida,fl_calhoun,12013,12013,1
FL,Columbia,Florida,fl_columbia,12023,12023,1
FL,DeSoto,Florida,fl_desoto,12027,12027,1
FL,Gilchrist,Florida,fl_gilchrist,12041,12041,1
FL,Glades,Florida,fl_glades,12043,12043,1
FL,Gulf,Florida,fl_gulf,12045,12045,1
FL,Hendry,Florida,fl_hendry,12051,12051,1
FL,Holmes,Florida,fl_holmes,12059,12059,1
